Utgiftsområde;Utgiftsområdesnamn;Anslag;Anslagsnamn;År;Ingående överföringsbelopp;Statens budget;Ändringsbudgetar;Indragningar;Utnyttjad del av medgivet överskridande;Utfall;Anslagskredit;Utgående överföringsbelopp;Utgiftsområde utfallsår;Utgiftsområdesnamn utfallsår;Anslag utfallsår;Anslagsnamn utfallsår
16;Utbildning och universitetsforskning;1602036 2010;Dramatiska institutet: Grundutbildning;1998;;53,284;;;;53,284;;0;16;Utbildning och universitetsforskning;16B020;Dramatiska institutet: Grundutbildning
16;Utbildning och universitetsforskning;1602037;Gymnastik- och idrottshögskolan: Utbildning på grundnivå och avancerad nivå;1998;;33,997;;;;33,997;;0;16;Utbildning och universitetsforskning;16B034;Idrottshögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;1602039;Högskolan i Borås: Utbildning på grundnivå och avancerad nivå;1998;1,221;168,506;;;;162,381;;7,346;16;Utbildning och universitetsforskning;16B021;Högskolan i Borås: Grundutbildning
16;Utbildning och universitetsforskning;1602041;Högskolan Dalarna: Utbildning på grundnivå och avancerad nivå;1998;9,940464;186,586;;;;184,169612;;12,356852;16;Utbildning och universitetsforskning;16B022;Högskolan i Dalarna: Grundutbildning
16;Utbildning och universitetsforskning;1602043;Högskolan i Gävle: Utbildning på grundnivå och avancerad nivå;1998;14,71568;186,991;;;;173,601382;;28,105298;16;Utbildning och universitetsforskning;16B023;Högskolan i Gävle/Sandviken: Grundutbildning
16;Utbildning och universitetsforskning;1602045;Högskolan i Halmstad: Utbildning på grundnivå och avancerad nivå;1998;5,294;127,659;;;;126,802709;;6,150291;16;Utbildning och universitetsforskning;16B024;Högskolan i Halmstad: Grundutbildning
16;Utbildning och universitetsforskning;1602045 2013;Högskolan på Gotland: Grundutbildning;1998;1,866;40,725;;;;38,876;;3,715;16;Utbildning och universitetsforskning;16B033;Högskoleutbildning på Gotland: Grundutbildning
16;Utbildning och universitetsforskning;1602047;Högskolan Kristianstad: Utbildning på grundnivå och avancerad nivå;1998;6,661347;150,031;;;;134,872909;;21,819438;16;Utbildning och universitetsforskning;16B028;Högskolan i Kristianstad: Grundutbildning
16;Utbildning och universitetsforskning;1602049;Högskolan i Skövde: Utbildning på grundnivå och avancerad nivå;1998;7,539389;126,99;;;;123,786;;10,743389;16;Utbildning och universitetsforskning;16B029;Högskolan i Skövde: Grundutbildning
16;Utbildning och universitetsforskning;1602051;Högskolan Väst: Utbildning på grundnivå och avancerad nivå;1998;4,783006;94,03;;;;93,212;;5,601006;16;Utbildning och universitetsforskning;16B030;Högskolan i Trollhättan/Uddevalla: Grundutbildning
16;Utbildning och universitetsforskning;1602051 2010;Teaterhögskolan i Stockholm: Grundutbildning;1998;;21,924;;;;21,924;;0;16;Utbildning och universitetsforskning;16B043;Teaterhögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;1602053;Konstfack: Utbildning på grundnivå och avancerad nivå;1998;;96,727;;;;96,727;;0;16;Utbildning och universitetsforskning;16B035;Konstfack: Grundutbildning
16;Utbildning och universitetsforskning;1602054 2011;Forskning och konstnärligt utvecklingsarbete vid vissa högskolor;1998;-0,002;438,686;;;;454,028;;-15,344;16;Utbildning och universitetsforskning;16B046;Forskning och konstnärligt utvecklingsarbete vid vissa högskolor
16;Utbildning och universitetsforskning;1602055;Kungl. Konsthögskolan: Utbildning på grundnivå och avancerad nivå;1998;;45,749;;;;45,749;;0;16;Utbildning och universitetsforskning;16B036;Kungl. Konsthögskolan: Grundutbildning
16;Utbildning och universitetsforskning;1602057;Kungl. Musikhögskolan i Stockholm: Utbildning på grundnivå och avancerad nivå;1998;0,002;81,574;;;;81,574;;0,002;16;Utbildning och universitetsforskning;16B037;Kungl Musikhögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;1602059;Södertörns högskola: Utbildning på grundnivå och avancerad nivå;1998;5,059;99,006;;;;92,883;;11,182;16;Utbildning och universitetsforskning;16B042;Södertörns högskola: Grundtbildning
16;Utbildning och universitetsforskning;1602063;Enskilda utbildningsanordnare på högskoleområdet;1998;14,250095;1462,63;;;;1461,189688;;15,690407;16;Utbildning och universitetsforskning;16B044;Enskilda och kommunala högskoleutbildningar m.m.
16;Utbildning och universitetsforskning;1602063 2013;Operahögskolan i Stockholm: Grundutbildning;1998;;13,352;;;;13,352;;0;16;Utbildning och universitetsforskning;16B041;Operahögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;1602064;Särskilda utgifter inom universitet och högskolor;1998;549,85038971;350,984;107,8;;;448,89323944;;559,74115027;16;Utbildning och universitetsforskning;16B045;Särskilda utgifter inom universitet ochhögskolor m.m.
16;Utbildning och universitetsforskning;1602066;Ersättningar för klinisk utbildning och forskning;1998;;1568,174;;;;1568,174;;0;16;Utbildning och universitetsforskning;16B048;Ersättningar för klinisk utbildning och forskning
16;Utbildning och universitetsforskning;1603004;Rymdforskning och rymdverksamhet;1998;0,20476201;118,925;;;;112,12951365;;7,00024836;16;Utbildning och universitetsforskning;16D011;Rymdforskning
16;Utbildning och universitetsforskning;1603005;Rymdstyrelsen: Förvaltning;1998;0,09140244;14,351;;;;14,32775674;;0,1146457;24;Näringsliv;24D002;Rymdstyrelsen: Förvaltningskostnader
16;Utbildning och universitetsforskning;1603006;Institutet för rymdfysik;1998;8,91436769;37,296;;;;37,940807;;8,26956069;16;Utbildning och universitetsforskning;16D014;Institutet för rymdfysik
16;Utbildning och universitetsforskning;1603007;Kungl. biblioteket;1998;61,81718601;193,061;;;;227,27428532;;27,60390069;16;Utbildning och universitetsforskning;16D012;Kungl. biblioteket
16;Utbildning och universitetsforskning;1603008;Polarforskningssekretariatet;1998;13,42357238;22,237;;;;16,24568464;;19,41488774;16;Utbildning och universitetsforskning;16D015;Polarforskningssekretariatet
16;Utbildning och universitetsforskning;1603009;Sunet;1998;102,63765544;37,292;;;;64,31170815;;75,61794729;16;Utbildning och universitetsforskning;16B047;Sunet
16;Utbildning och universitetsforskning;1603013;Särskilda utgifter för forskningsändamål;1998;197,5604568;124,095;;;;155,28702425;;166,36843255;16;Utbildning och universitetsforskning;16D017;Särskilda utgifter för forskningsändamål
16;Utbildning och universitetsforskning;1603014;Gentekniknämnden;1998;1,02288173;2,218;;;;2,7004451;;0,54043663;04;Rättsväsendet;04F003;Gentekniknämnden
16;Utbildning och universitetsforskning;1604001 2012;Internationella programkontoret för utbildningsområdet;1998;0,47150196;9,066;;;;9,67574295;;-0,13824099;16;Utbildning och universitetsforskning;16A015;Svenska EU-programkontoret förutbildning o kompetensutveckling
16;Utbildning och universitetsforskning;1604003;Kostnader för Svenska Unescorådet;1998;10,43214446;36,365;;;;40,60403228;;6,19311218;16;Utbildning och universitetsforskning;16E001;Kostnader för Sveriges medlemskap i UNESCO m m
16;Utbildning och universitetsforskning;1604004;Utvecklingsarbete inom områdena utbildning och forskning;1998;15,74220506;22,524;;;;6,35683049;;31,90937457;16;Utbildning och universitetsforskning;16E002;Utvecklingsarbete inom Utbildningsdepartementets område
16;Utbildning och universitetsforskning;162503 2002;Forskning inom skolväsendet;1998;0,084183;7,873;;;;7,7797957;;0,1773873;16;Utbildning och universitetsforskning;16A003;Forskning inom skolväsendet
16;Utbildning och universitetsforskning;162504 2008;Specialpedagogiska institutet;1998;5,77895479;116,623;;;;114,1577508;;8,24420399;16;Utbildning och universitetsforskning;16A005;Statens institut för handikappfrågor i skolan
16;Utbildning och universitetsforskning;162505 2005;Skolutveckling och produktion av läromedel för elever med funktionshinder;1998;1,55787617;20,936;;;;17,19363795;;5,30023822;16;Utbildning och universitetsforskning;16A006;Skolutveckling och produktion av läromedel för elever med handikapp
16;Utbildning och universitetsforskning;162505 2008;Specialskolemyndigheten;1998;56,66179869;418,943;5,33;-5,1;;420,21729315;;55,61750554;16;Utbildning och universitetsforskning;16A007;Specialskolor och resurscenter
16;Utbildning och universitetsforskning;162512 2008;Nationellt centrum för flexibelt lärande;1998;2,40616598;38,155;;;;38,67755186;;1,88361412;16;Utbildning och universitetsforskning;16A012;Statens skolor för vuxna
16;Utbildning och universitetsforskning;162516 2001;Särskilda utbildningsinsatser för vuxna;1998;97,947745;3474,333;;;;3738,55687774;;-166,27613274;16;Utbildning och universitetsforskning;16A014;Särskilda utbildningsinsatser för vuxna
16;Utbildning och universitetsforskning;162565 2007;Lärarhögskolan i Stockholm: Grundutbildning;1998;;280,765;;;;280,765;;0;16;Utbildning och universitetsforskning;16B038;Lärarhögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;162607 2006;Främjande och analys av forsknings- och utvecklingssamarbetet inom EU m.m.;1998;3,14685249;9,654;;;;10,98905711;;1,81179538;16;Utbildning och universitetsforskning;16D016;Rådet för forsknings- och utvecklingssamarbete mellan Sverige och EU
16;Utbildning och universitetsforskning;16A004 1998;Genomförande av skolreformer;1998;47,18146095;83,971;;;;92,41569895;;38,736762;16;Utbildning och universitetsforskning;16A004;Genomförande av skolreformer
16;Utbildning och universitetsforskning;16D001 2000;Forskningsrådsnämnden: Forskning och forskningsinformation;1998;11,33741402;88,858;;;;90,1245119;;10,07090212;16;Utbildning och universitetsforskning;16D001;Forskningsrådsnämnden: Forskning och forskningsinformation
16;Utbildning och universitetsforskning;16D002 2000;Forskningsrådsnämnden: Förvaltning;1998;1,31521083;21,205;;;;19,63568879;;2,88452204;16;Utbildning och universitetsforskning;16D002;Forskningsrådsnämnden: Förvaltning
16;Utbildning och universitetsforskning;16D003 2000;Humanistisk-samhällsvetenskapliga forskningsrådet: Forskning;1998;66,10224906;205,75;;;;215,91002084;;55,94222822;16;Utbildning och universitetsforskning;16D003;Humanistisk-samhällsvetenskapliga forskningsrådet: Forskning
16;Utbildning och universitetsforskning;16D004 2000;Humanistisk-samhällsvetenskapliga forskningsrådet: Förvaltning;1998;2,30561862;10,239;;;;10,62097077;;1,92364785;16;Utbildning och universitetsforskning;16D004;Humanistisk-samhällsvetenskapliga forskningsrådet: Förvaltni
16;Utbildning och universitetsforskning;16D005 2000;Medicinska forskningsrådet: Forskning;1998;34,27740791;332,272;;;;334,37442138;;32,17498653;16;Utbildning och universitetsforskning;16D005;Medicinska forskningsrådet: Forskning
16;Utbildning och universitetsforskning;16D006 2000;Medicinska forskningsrådet: Förvaltning;1998;3,82623305;9,806;;;;9,92410518;;3,70812787;16;Utbildning och universitetsforskning;16D006;Medicinska forskningsrådet: Förvaltning
16;Utbildning och universitetsforskning;16D007 2000;Naturvetenskapliga forskningsrådet: Forskning;1998;83,83581824;709,769;;;;749,03090608;;44,57391216;16;Utbildning och universitetsforskning;16D007;Naturvetenskapliga forskningsrådet: Forskning
16;Utbildning och universitetsforskning;16D008 2000;Naturvetenskapliga forskningsrådet: Förvaltning;1998;-0,11649708;19,714;;;;18,57668609;;1,02081683;16;Utbildning och universitetsforskning;16D008;Naturvetenskapliga forskningrådet: Förvaltning
16;Utbildning och universitetsforskning;16D009 2000;Teknikvetenskapliga forskningsrådet: Forskning;1998;34,3982925;237,692;;;;239,4399372;;32,6503553;16;Utbildning och universitetsforskning;16D009;Teknikvetenskapliga forskningsrådet: Forskning
16;Utbildning och universitetsforskning;16D010 1997;HPDR: Förvaltning;1998;1,87037024;;;;;1,87037024;;0;16;Utbildning och universitetsforskning;16D010 1997;HPDR: Förvaltning
16;Utbildning och universitetsforskning;16D010 2000;Teknikvetenskapliga forskningsrådet: Förvaltning;1998;8,8878116;8,048;;;;5,43348678;;11,50232482;16;Utbildning och universitetsforskning;16D010;Teknikvetenskapliga forskningsrådet: Förvaltning
16;Utbildning och universitetsforskning;16D012 1997;Rådet för forskning om universitet och högskolor;1998;0,04305738;;;;;;;0,04305738;16;Utbildning och universitetsforskning;16D012 1997;Rådet för forskning om universitet och högskolor
16;Utbildning och universitetsforskning;16D013 1999;Statens psykologisk-pedagogiska bibliotek;1998;0,39087656;8,183;;;;8,37187693;;0,20199963;16;Utbildning och universitetsforskning;16D013;Statens psykologisk-pedagogiska bibliotek
16;Utbildning och universitetsforskning;16D017 2000;Medel för dyrbar vetenskaplig utrustning;1998;37,95158567;62,799;;;;62,36798492;;38,38260075;16;Utbildning och universitetsforskning;16D018;Medel för dyrbar vetenskaplig utrustning
16;Utbildning och universitetsforskning;16D018 1997;Europeisk forskningssamverkan;1998;;;;;;0;;0;16;Utbildning och universitetsforskning;16D018 1997;Europeisk forskningssamverkan
17;Kultur, medier, trossamfund och fritid;1701001;Statens kulturråd;1998;0,94626399;26,92;0,5;;;28,49924979;;-0,1329858;17;Kultur, medier, trossamfund och fritid;17A001;Statens kulturråd
17;Kultur, medier, trossamfund och fritid;1701002;Bidrag till allmän kulturverksamhet, utveckling samt internationellt kulturutbyte och samarbete;1998;16,59470827;125,075;0,5;-7;;123,53273128;;11,63697699;17;Kultur, medier, trossamfund och fritid;17A002;Bidrag till allmän kulturverksamhet, utveckling samt internationellt kulturutbyt
17;Kultur, medier, trossamfund och fritid;1701004;Forsknings- och utvecklingsinsatser inom kulturområdet;1998;5,96247653;36,938;;;;40,64649807;;2,25397846;17;Kultur, medier, trossamfund och fritid;17J001;Forsknings- och utvecklingsinsatser inom kulturområdet
17;Kultur, medier, trossamfund och fritid;1701004 2010;Försöksverksamhet med ändrad regional fördelning av kulturpolitiska medel;1998;;68,713;;;;68,713;;;17;Kultur, medier, trossamfund och fritid;17A005;Försöksverksamhet med ändrad regional fördelning av kulturpolitiska medel
17;Kultur, medier, trossamfund och fritid;1701005;Stöd till icke-statliga kulturlokaler;1998;10,426;10;;;;16,245;;4,181;17;Kultur, medier, trossamfund och fritid;17H005;Stöd till icke-statliga kulturlokaler
17;Kultur, medier, trossamfund och fritid;1702001;Bidrag till vissa scenkonstinstitutioner;1998;;727,076;;;;727,075698;;;17;Kultur, medier, trossamfund och fritid;17B001;Bidrag till Svenska riksteatern, Operan,Dramatiska teatern,Dansens hus och Svens
17;Kultur, medier, trossamfund och fritid;1702002;Bidrag till vissa teater-, dans- och musikändamål;1998;7,766509;96,894;;;;96,87790446;;7,78260454;17;Kultur, medier, trossamfund och fritid;17B003;Bidrag till vissa teater-, dans- och musikändamål
17;Kultur, medier, trossamfund och fritid;1702002 2010;Bidrag till regional musikverksamhet samt regionala och lokala teater-, dans- och musikinstitutioner;1998;;604,512;;;;604,511761;;;17;Kultur, medier, trossamfund och fritid;17B002;Bidrag till regional musikverksamhet samt regionala och lokala teater-,dans-och
17;Kultur, medier, trossamfund och fritid;1703001 2010;Bidrag till biblioteksverksamhet;1998;;36,872;;;;36,872;;;17;Kultur, medier, trossamfund och fritid;17C001;Bidrag till regional biblioteksverksamhet
17;Kultur, medier, trossamfund och fritid;1703002;Myndigheten för tillgängliga medier;1998;14,76629611;56,704;;;;55,98807966;;15,48221645;17;Kultur, medier, trossamfund och fritid;17C005;Talboks- och punktskriftsbiblioteket
17;Kultur, medier, trossamfund och fritid;1703003;Institutet för språk och folkminnen;1998;-1,35026742;27,761;;;;27,08766672;;-0,67693414;17;Kultur, medier, trossamfund och fritid;17F003;Språk- och folkminnesinstitutet
17;Kultur, medier, trossamfund och fritid;1703003 2014;Bidrag till Stiftelsen för lättläst nyhetsinformation och litteratur;1998;;13,056;;;;13,056;;;17;Kultur, medier, trossamfund och fritid;17C006;Bidrag till Stiftelsen för lättläst nyhetsinformation och litteratur
17;Kultur, medier, trossamfund och fritid;1704001;Statens konstråd;1998;0,03158923;4,503;;;;4,62192011;;-0,08733088;17;Kultur, medier, trossamfund och fritid;17D001;Statens konstråd
17;Kultur, medier, trossamfund och fritid;1704002;Konstnärlig gestaltning av den gemensamma miljön;1998;11,21413711;42,938;-1;;;37,36624861;;15,7858885;17;Kultur, medier, trossamfund och fritid;17D002;Konstnärlig gestaltning av den gemensamma miljön
17;Kultur, medier, trossamfund och fritid;1704003;Nämnden för hemslöjdsfrågor;1998;0,41065538;1,056;;;;1,06350307;;0,40315231;17;Kultur, medier, trossamfund och fritid;17D003;Nämnden för hemslöjdsfrågor
17;Kultur, medier, trossamfund och fritid;1704004;Bidrag till bild- och formområdet;1998;;14,741;;;;14,741;;0;17;Kultur, medier, trossamfund och fritid;17D005;Bidrag till bild- och formområdet
17;Kultur, medier, trossamfund och fritid;1704004 2010;Främjande av hemslöjden;1998;0,1050784;16,907;;;;16,79462377;;0,21745463;17;Kultur, medier, trossamfund och fritid;17D004;Främjande av hemslöjden
17;Kultur, medier, trossamfund och fritid;1705001;Konstnärsnämnden;1998;0,38271511;9,207;;;;9,33468404;;0,25503107;17;Kultur, medier, trossamfund och fritid;17E001;Konstnärsnämnden
17;Kultur, medier, trossamfund och fritid;1705002;Ersättningar och bidrag till konstnärer;1998;15,40029147;240,105;;;;243,15287242;;12,35241905;17;Kultur, medier, trossamfund och fritid;17E002;Ersättningar och bidrag till konstnärer
17;Kultur, medier, trossamfund och fritid;1706001;Riksarkivet;1998;20,90137196;226,435;;;;238,87757632;;8,45879564;17;Kultur, medier, trossamfund och fritid;17F001;Riksarkivet och landsarkiven
17;Kultur, medier, trossamfund och fritid;1706002 2010;Bidrag till regional arkivverksamhet;1998;;2,32;;;;2,32;;;17;Kultur, medier, trossamfund och fritid;17F005;Bidrag till regional arkivverksamhet
17;Kultur, medier, trossamfund och fritid;1707001;Riksantikvarieämbetet;1998;12,44572;136,979;;;;145,97316275;;3,45155725;17;Kultur, medier, trossamfund och fritid;17G001;Riksantikvarieämbetet
17;Kultur, medier, trossamfund och fritid;1707002;Bidrag till kulturmiljövård;1998;59,387998;236,937;;;;196,92799078;;99,39700722;17;Kultur, medier, trossamfund och fritid;17G002;Bidrag till kulturmiljövård och kulturstöd vid ombyggnad
17;Kultur, medier, trossamfund och fritid;1708001;Centrala museer: Myndigheter;1998;51,78098;571,863;;0,00027;;574,1069796;;49,5372704;17;Kultur, medier, trossamfund och fritid;17H001;Centrala museer: Myndigheter
17;Kultur, medier, trossamfund och fritid;1708002;Centrala museer: Stiftelser;1998;;173,05;;;;173,05;;;17;Kultur, medier, trossamfund och fritid;17H002;Centrala museer: Stiftelser
17;Kultur, medier, trossamfund och fritid;1708003;Bidrag till vissa museer;1998;;39,504;;;;39,504;;;17;Kultur, medier, trossamfund och fritid;17H004;Bidrag till vissa museer
17;Kultur, medier, trossamfund och fritid;1708003 2010;Bidrag till regionala museer;1998;;104,499;;;;104,482725;;;17;Kultur, medier, trossamfund och fritid;17H003;Bidrag till regionala museer
17;Kultur, medier, trossamfund och fritid;1708004 2017;Riksutställningar;1998;;33,466;;;;31,86803679;;1,59796321;17;Kultur, medier, trossamfund och fritid;17H006;Stiftelsen Riksutställningar
17;Kultur, medier, trossamfund och fritid;1708005;Statliga utställningsgarantier och inköp av vissa kulturföremål;1998;;0,08;;;;0,079;;0,001;17;Kultur, medier, trossamfund och fritid;17H007;Utställningsgarantier och inköp av vissa kulturföremål
17;Kultur, medier, trossamfund och fritid;1709002;Stöd till trossamfund;1998;0,00153;55,7;;;;55,7;;0,00153;17;Kultur, medier, trossamfund och fritid;17K001;Stöd till trossamfund
17;Kultur, medier, trossamfund och fritid;1710001;Filmstöd;1998;0,553412;129,838;;;;129,530149;;0,861263;17;Kultur, medier, trossamfund och fritid;17I001;Filmstöd
17;Kultur, medier, trossamfund och fritid;1711001;Sändningar av TV Finland;1998;;25,54;;;;25,347;;;17;Kultur, medier, trossamfund och fritid;17I003;Utbyte av TV-sändningar mellan Sverige och Finland
17;Kultur, medier, trossamfund och fritid;1711001 2010;Statens biografbyrå;1998;0,88199779;7,661;;;;7,61184482;;0,93115297;17;Kultur, medier, trossamfund och fritid;17I002;Statens biografbyrå
17;Kultur, medier, trossamfund och fritid;1711002;Forskning och dokumentation om medieutvecklingen;1998;;0,834;;;;1,234;;;17;Kultur, medier, trossamfund och fritid;17J002;Forskning och dokumentation om medieutvecklingen
17;Kultur, medier, trossamfund och fritid;1711003 2010;Bidrag till dokumentation om den mediepolitiska utvecklingen och till europeiskt mediesamarbete;1998;0,84116206;1,01;;-0,4;;0,66611824;;0,78504382;17;Kultur, medier, trossamfund och fritid;17I004;Bidrag till dokumentation om den mediepolitiska utvecklingen och till europeiskt
17;Kultur, medier, trossamfund och fritid;1712001;Myndigheten för ungdoms- och civilsamhällesfrågor;1998;-0,11749315;12,101;;;;10,5256858;;1,45782105;17;Kultur, medier, trossamfund och fritid;17M001;Ungdomsstyrelsen
17;Kultur, medier, trossamfund och fritid;1712002;Bidrag till nationell och internationell ungdomsverksamhet;1998;3,15236107;96,389;;;;96,3014951;;3,23986597;17;Kultur, medier, trossamfund och fritid;17M002;Bidrag till nationell och internationellungdomsverksamhet m.m.
17;Kultur, medier, trossamfund och fritid;1713001;Stöd till idrotten;1998;0,691;483,24;;;;485,338479;;-1,407479;17;Kultur, medier, trossamfund och fritid;17N002;Stöd till idrotten
17;Kultur, medier, trossamfund och fritid;1713002;Bidrag till allmänna samlingslokaler;1998;10,010521;40;;;;20,484886;;29,525635;17;Kultur, medier, trossamfund och fritid;17N001;Bidrag till allmänna samlingslokaler
17;Kultur, medier, trossamfund och fritid;1713003 2017;Bidrag för kvinnors organisering;1998;;3,432;;;;3,432;;;14;Arbetsmarknad och arbetsliv;14C003;Bidrag till kvinnoorganisationernas centrala verksamhet
17;Kultur, medier, trossamfund och fritid;1714001;Bidrag till folkbildningen;1998;;2418,014;;;;2418,014;;;17;Kultur, medier, trossamfund och fritid;17L001;Bidrag till folkbildningen
17;Kultur, medier, trossamfund och fritid;1714002;Bidrag till tolkutbildning;1998;;8,848;;;;8,327842;;;17;Kultur, medier, trossamfund och fritid;17L003;Bidrag till kontakttolkutbildning
17;Kultur, medier, trossamfund och fritid;1714002 2011;Bidrag till tolkutbildning och teckenspråklärarutbildning;1998;;70,325;;;;64,332017;;;17;Kultur, medier, trossamfund och fritid;17L002;Bidrag till vissa handikappåtgärder inomfolkbildningen
17;Kultur, medier, trossamfund och fritid;1715001;Spelinspektionen;1998;4,11934671;19,488;;;;19,57087392;;4,03647279;17;Kultur, medier, trossamfund och fritid;17N003;Lotteriinspektionen
17;Kultur, medier, trossamfund och fritid;172601 2008;Statens ljud- och bildarkiv;1998;2,05074759;25,434;;;;25,85306967;;1,63167792;17;Kultur, medier, trossamfund och fritid;17F002;Arkivet för ljud och bild
17;Kultur, medier, trossamfund och fritid;172803 2008;Nationella uppdrag;1998;;6;;;;6;;0;17;Kultur, medier, trossamfund och fritid;17A004;Nationella uppdrag
17;Kultur, medier, trossamfund och fritid;172809 2005;Litteraturstöd;1998;3,175683;64,567;;;;61,445948;;6,296735;17;Kultur, medier, trossamfund och fritid;17C002;Litteraturstöd
17;Kultur, medier, trossamfund och fritid;172810 2005;Stöd till kulturtidskrifter;1998;0,89646143;19,5;;;;19,86386155;;0,53259988;17;Kultur, medier, trossamfund och fritid;17C003;Stöd till kulturtidskrifter
17;Kultur, medier, trossamfund och fritid;172811 2002;Stöd till bokhandeln;1998;0,655;7,301;;;;3,42772;;4,52828;17;Kultur, medier, trossamfund och fritid;17C004;Stöd till bokhandel
17;Kultur, medier, trossamfund och fritid;172813 2006;Bidrag till Svenska språknämnden och Sverigefinska språknämnden;1998;;3,501;;;;3,501;;;17;Kultur, medier, trossamfund och fritid;17C008;Bidrag till Svenska språknämnden och Sverigefinska språknämnden
17;Kultur, medier, trossamfund och fritid;172823 2008;Svenskt biografiskt lexikon;1998;0,2364254;3,405;;;;3,63725196;;0,00417344;17;Kultur, medier, trossamfund och fritid;17F004;Svenskt biografiskt lexikon
17;Kultur, medier, trossamfund och fritid;17A003 1998;Kulturåret 1998;1998;0,76;83,636;;;;82,13574452;;2,26025548;17;Kultur, medier, trossamfund och fritid;17A003;Kulturåret 1998
17;Kultur, medier, trossamfund och fritid;17G003 1997;Utställningsgarantier och inköp av vissa kulturföremål;1998;0,08;;;;;;;0,08;17;Kultur, medier, trossamfund och fritid;17G003 1997;Utställningsgarantier och inköp av vissa kulturföremål
17;Kultur, medier, trossamfund och fritid;17G003 1999;Restaureringsarbeten vid de kungliga slotten och rikets fästningar;1998;;50;;;;50;;0;17;Kultur, medier, trossamfund och fritid;17G003;Restaureringsarbeten vid de kungliga slotten och rikets fästningar
17;Kultur, medier, trossamfund och fritid;17I005 1999;Bidrag till Sveriges Dövas Riksförbund för produktion av videogr på teckenspråk;1998;;17,524;;;;17,524;;;17;Kultur, medier, trossamfund och fritid;17C007;Bidrag till Sveriges Dövas Riksförbund för produktion av videogram på teckensprå
17;Kultur, medier, trossamfund och fritid;17N002 1997;Stöd till demokratiutveckling;1998;5,05;;;0,033;;1,2;;3,883;17;Kultur, medier, trossamfund och fritid;17N002 1997;Stöd till demokratiutveckling
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801001 2012;Statens bostadskreditnämnd: Förvaltningskostnader;1998;7,603099;12,48;-2;;;11,85591348;;6,22718552;18;Samhällsplanering, bostadsförsörjning och byggande;18A004;Statens bostadskreditnämnd: Förvaltningskostnader
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801004;Boverket;1998;34,489885;120,455;-17;;;129,51986342;;8,42502158;18;Samhällsplanering, bostadsförsörjning och byggande;18A001;Boverket: Förvaltningskostnader
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801004 2012;Räntebidrag m.m.;1998;2571,190963;12100;-600;-2211,190963;;10814,2714877;;1045,7285123;18;Samhällsplanering, bostadsförsörjning och byggande;18A002;Räntebidrag m.m.
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801005;Statens geotekniska institut;1998;2,421989;22,555;;;;21,9312061;;3,0457829;18;Samhällsplanering, bostadsförsörjning och byggande;18B001;Geoteknik
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801006;Lantmäteriet;1998;-36,935984;416,174;;;;402,16402339;;-22,92600739;18;Samhällsplanering, bostadsförsörjning och byggande;18D001;Förvaltningskostnader för Lantmäteriverket
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801006 2016;Bidrag till åtgärder mot radon i bostäder;1998;3,667611;12;-7;;;8,696;;-0,028389;18;Samhällsplanering, bostadsförsörjning och byggande;18A009;Bidrag till åtgärder mot radon i bostäder
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801009 2015;Statens va-nämnd;1998;2,202667;5,349;-2;;;5,05574689;;0,49592011;18;Samhällsplanering, bostadsförsörjning och byggande;18D002;Statens va-nämnd
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802001;Konsumentverket;1998;-0,54172124;67,876;1;;;63,7569139;;4,57736486;24;Näringsliv;24F002;Konsumentverket
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802001 2016;Marknadsdomstolen;1998;4,89525688;4,686;-1;;;5,53376403;;3,04749285;24;Näringsliv;24F001;Marknadsdomstolen
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802002;Allmänna reklamationsnämnden;1998;0,6085653;13,56;;;;14,46726205;;-0,29869675;24;Näringsliv;24F003;Allmänna reklamationsnämnden
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802003;Fastighetsmäklarinspektionen;1998;0,64233291;6,068;;;;6,62004097;;0,09029194;24;Näringsliv;24F004;Fastighetsmäklarnämnden
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802005;Bidrag till miljömärkning av produkter;1998;;4,6;;;;4,6;;;24;Näringsliv;24F007;Bidrag till miljömärkning av produkter
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183104 2007;Statens bostadskreditnämnd: Garantiverksamhet;1998;185,551123;1500;1015;;;2696,53530559;;4,01581741;18;Samhällsplanering, bostadsförsörjning och byggande;18A005;Statens bostadskreditnämnd: Garantiverksamhet
